PO #,Class Description
46849,HSE
47009,HSE
47324,HSE
47981,HSE
48505,HSE
51414,HSE
34470,HSE
34769,HSE
36830,HSE
39949,HSE
43923,HSE
44705,HSE
45273,HSE
49471,HSE
45555,HSE
46200,HSE
46767,HSE
51246,HSE
51501,HSE
35112,HSE
35995,HSE
37916,HSE
45215,HSE
50043,HSE
46015,HSE
47523,HSE
47571,HSE
38188,HSE
34468,HSE
35497,HSE
35046,HSE
35933,HSE
35994,HSE
52600,HSE
37882,HSE
38856,HSE
39377,HSE
40729,HSE
41727,HSE
42560,HSE
36475,HSE
36889,HSE
37431,HSE
40070,HSE
43918,HSE
46995,HSE
47489,HSE
48809,HSE
34956,HSE
37712,Office Expenses
36264,Office Expenses
35033,Other Expenses
35464,Other Expenses
35608,Other Expenses
38777,Other Expenses
40732,Other Expenses
40747,Other Expenses
41478,Other Expenses
42462,Other Expenses
43456,Other Expenses
44183,Other Expenses
44418,Other Expenses
48159,Other Expenses
48373,Other Expenses
35778,Other Expenses
38860,Other Expenses
44314,Other Expenses
52465,Office Expenses
34037,Office Expenses
36591,Office Expenses
52349,Office Expenses
42301,Office Consumables
42466,Office Consumables
47623,Office Consumables
49504,Office Consumables
34567,Office Consumables
38464,Office Consumables
50077,Office Consumables
34034,Office Consumables
51070,Office Consumables
34353,Office Consumables
51781,Office Consumables
35249,HSE
38717,HSE
41922,Office Consumables
42286,Office Consumables
46320,HSE
37090,Office Consumables
46677,Office Consumables
36891,Refreshments
48717,Office Consumables
51247,Office Consumables
32024,Office Consumables
51445,Office Consumables
35551,Office Consumables
37930,Office Consumables
39095,Office Consumables
45341,Office Consumables
47322,Office Consumables
39603,Office Consumables
40667,Office Consumables
49536,Office Consumables
37962,Office Consumables
34057,Office Consumables
34637,Office Consumables
35113,HSE
35925,Office Consumables
36965,Office Consumables
37115,Office Consumables
39131,Office Consumables
39720,Office Consumables
45716,Office Consumables
45925,Office Consumables
46464,Office Consumables
48987,Office Consumables
50873,Office Consumables
49473,Office Consumables
33852,Office Consumables
49806,Office Consumables
36723,Office Consumables
41544,Office Consumables
42267,Office Consumables
36069,Office Consumables
41362,Office Consumables
33861,Office Consumables
34888,Office Consumables
37455,Office Consumables
50636,Office Consumables
40997,Office Consumables
34172,Office Consumables
36210,Office Consumables
37778,Office Consumables
39132,Office Consumables
45453,Office Consumables
46668,Office Consumables
48678,Office Consumables
41625,Office Consumables
35830,Office Consumables
38962,Refreshments
41559,Refreshments
42587,Refreshments
44088,Refreshments
45593,Refreshments
46000,Office Consumables
36961,Office Consumables
35634,Office Consumables
36765,Office Consumables
38094,Office Consumables
40521,Office Consumables
41951,Office Consumables
50785,Office Consumables
47447,Office Consumables
49809,Office Consumables
51932,Office Consumables
37711,Office Consumables
37536,Office Consumables
47788,Office Consumables
47917,Refreshments
52207,Refreshments
35098,Refreshments
43641,Refreshments
34174,Refreshments
35408,Refreshments
37048,Refreshments
38405,Refreshments
39240,Refreshments
39787,Refreshments
40555,Refreshments
40743,Refreshments
41841,Refreshments
44288,Refreshments
44516,Refreshments
45271,Refreshments
49173,Refreshments
50017,Refreshments
48526,Refreshments
52378,Refreshments
48061,Other Expenses
42861,Refreshments
46817,HSE
52234,HSE
49233,HSE
34244,HSE
43973,HSE
50417,Refreshments
34919,HSE
37709,HSE
51832,HSE
37312,HSE
37547,HSE
37811,HSE
44815,HSE
45394,HSE
47066,Refreshments
50305,HSE
48343,Refreshments
48529,Refreshments
49718,HSE
34634,Refreshments
45455,Refreshments
47255,Refreshments
36198,Refreshments
37405,Refreshments
37653,Refreshments
38484,Refreshments
39958,Refreshments
40392,Refreshments
44706,Refreshments
45115,Refreshments
49302,Refreshments
50681,Refreshments
34303,Refreshments
41123,Refreshments
48366,Refreshments
33741,Refreshments
34206,Refreshments
34430,Refreshments
34467,Refreshments
34895,Refreshments
35053,Refreshments
35196,Refreshments
35671,Refreshments
35725,Refreshments
36076,Refreshments
39573,Refreshments
43636,Refreshments
45698,Refreshments
45807,Refreshments
45914,Refreshments
51053,Refreshments
51435,Refreshments
51748,Refreshments
52001,Refreshments
52147,Refreshments
52171,Refreshments
52287,Refreshments
52314,Refreshments
52629,Refreshments
52650,Refreshments
52666,Refreshments
46665,Refreshments
46747,Refreshments
47345,Office Consumables
51438,Office Consumables
34719,Refreshments
35776,Refreshments
36134,Refreshments
38678,Refreshments
40239,Refreshments
46176,Refreshments
46669,Refreshments
51975,Other Expenses
51071,Other Expenses
42416,Other Expenses
42045,Other Expenses
49143,Other Expenses
41816,Other Expenses
42500,Other Expenses
50775,Other Expenses
52710,Other Expenses
46565,Other Expenses
52489,Other Expenses
47330,Immigration Fees
48952,Immigration Fees
46228,Immigration Fees
47823,Immigration Fees
44298,Site Related Fees
42877,Vehicle Related Fees
39258,Miscellaneous
50298,Miscellaneous
52622,Miscellaneous
32367,Miscellaneous
36609,Fees
47048,Fees
47051,Fees
31312,Consulting Fees
38853,Geotechnical Report
25184,Geotechnical Report
32595,Water Supply
43530,Charge
44752,Charge
45099,Charge
34976,Charge
41514,Charge
48007,Charge
48045,Charge
48114,Charge
48357,Charge
48364,Charge
48656,Charge
48792,Charge
48941,Charge
48958,Charge
49316,Charge
49547,Charge
49854,Charge
51797,Charge
51711,Consumables
32162,Consumables
49446,Consumables
31853,Consumables
34546,Consumables
39597,Consumables
41680,Consumables
41975,Consumables
43911,Consumables
46463,Consumables
46975,Consumables
47619,Consumables
48456,Consumables
34185,Consumables
37837,Consumables
47173,Consumables
52505,Consumables
45560,Plant
41219,Parts
42436,Parts
44341,Parts
45181,Parts
32576,Consumables
46941,Consumables
47115,Consumables
34534,Consumables
35182,Consumables
40458,Plant
40639,Plant
41268,Plant
41652,Plant
47562,Plant
32250,Consumables
33714,Consumables
34461,Consumables
35094,Consumables
38677,Consumables
39900,Consumables
40628,Consumables
47114,Consumables
47840,Consumables
48658,Consumables
49461,Consumables
49948,Consumables
32289,Charge
33993,Charge
41988,Charge
45185,Charge
45575,Charge
45720,Charge
46087,Charge
46454,Charge
47305,Charge
47654,Charge
47837,Charge
48130,Charge
39260,Charge
34645,Parts
34785,Parts
34979,Parts
37384,Parts
43172,Parts
43387,Parts
44418,Parts
45085,Parts
45566,Parts
45724,Parts
45881,Parts
46129,Parts
46140,Parts
46461,Parts
46590,Parts
46613,Parts
47178,Parts
52284,Parts
52793,Parts
63394,Parts
34447,Parts
33870,Charge
34086,Charge
34135,Charge
43447,Charge
36868,Parts
39245,Parts
49673,Parts
34951,Parts
49362,Parts
34256,Tyres
48811,Tyres
42285,Tyres
44858,Tyres
34758,Vehicle & Equipment
35195,Vehicle & Equipment
35413,Vehicle & Equipment
35533,Vehicle & Equipment
35670,Vehicle & Equipment
35783,Vehicle & Equipment
35931,Vehicle & Equipment
37552,Vehicle & Equipment
39112,Vehicle & Equipment
40792,Vehicle & Equipment
46944,Vehicle & Equipment
42429,Vehicle & Equipment
43302,Plant
43456,Plant
33791,Plant
34372,Plant
43028,Plant
46005,Plant
35323,Diesel & Petrol
35987,Diesel & Petrol
36240,Diesel & Petrol
37192,Diesel & Petrol
38071,Diesel & Petrol
38455,Diesel & Petrol
40332,Diesel & Petrol
44206,Diesel & Petrol
44800,Diesel & Petrol
47493,Diesel & Petrol
49215,Diesel & Petrol
35082,Miscellaneous
31950,Diesel & Petrol
38060,Miscellaneous
35632,Driver
36525,Driver
36959,Driver
37425,Driver
37867,Driver
38331,Driver
39520,Driver
40182,Driver
47093,Driver
47710,Driver
48225,Driver
49385,Driver
31911,Unskilled Labour
32519,Unskilled Labour
33941,Unskilled Labour
34317,Unskilled Labour
45979,Unskilled Labour
46540,Unskilled Labour
34694,Unskilled Labour
36043,Skilled Labour
38958,Skilled Labour
41603,Skilled Labour
45538,Skilled Labour
48262,Skilled Labour
45256,Skilled Labour
35131,Skilled Labour
39376,HSE
42559,HSE
35635,HSE
36234,HSE
36433,HSE
36890,HSE
37311,HSE
37810,HSE
38187,HSE
39310,HSE
40043,HSE
40554,HSE
41493,HSE
48855,HSE
46582,HSE
35975,HSE
34243,HSE
37095,HSE
37454,HSE
37688,HSE
37856,HSE
38654,HSE
40619,HSE
48035,HSE
35457,HSE
37951,HSE
34638,HSE
35974,HSE
38093,HSE
36811,HSE
49261,HSE
35034,HSE
37271,HSE
39094,HSE
34566,HSE
34170,HSE
34639,HSE
34921,HSE
35712,HSE
36491,HSE
37631,HSE
38488,HSE
39951,HSE
41588,HSE
43710,HSE
46199,HSE
48275,HSE
51134,HSE
33973,HSE
35942,HSE
36016,HSE
36145,HSE
36697,HSE
35711,HSE
35924,HSE
36199,HSE
37329,HSE
50130,HSE
35678,HSE
35752,HSE
37047,HSE
37630,HSE
37726,HSE
39323,HSE
48757,HSE
48276,HSE
35216,HSE
35813,HSE
36616,HSE
38315,HSE
38486,HSE
38606,HSE
38887,HSE
40140,HSE
40371,HSE
51833,HSE
34674,HSE
34750,HSE
34824,HSE
35016,HSE
35390,HSE
35476,HSE
36051,HSE
36382,HSE
36416,HSE
36679,HSE
39210,HSE
39959,HSE
40259,HSE
41784,HSE
42266,HSE
44312,HSE
45097,HSE
43640,HSE
46289,HSE
47571,HSE
34495,HSE
51083,HSE
34265,HSE
34415,HSE
34607,HSE
35440,HSE
38041,HSE
38124,HSE
39459,HSE
41921,HSE
49014,HSE
49717,HSE
50245,HSE
50304,HSE
45652,HSE
45739,HSE
46393,HSE
46487,HSE
47981,HSE
48505,HSE
35886,HSE
39949,HSE
40237,HSE
43923,HSE
44705,HSE
49303,HSE
50918,HSE
45555,HSE
46200,HSE
46767,HSE
46849,HSE
47324,HSE
51663,HSE
38188,HSE
52129,HSE
44064,HSE
35994,HSE
35497,HSE
35046,HSE
37882,HSE
40729,HSE
34468,HSE
35933,HSE
36475,HSE
36889,HSE
37431,HSE
38856,HSE
39377,HSE
41727,HSE
42560,HSE
34413,HSE
37530,HSE
48809,HSE
40070,HSE
43918,HSE
42089,Office Expenses
35033,Other Expenses
35608,Other Expenses
38777,Other Expenses
39904,Other Expenses
41847,Other Expenses
44183,Other Expenses
48373,Other Expenses
48673,Other Expenses
51329,Other Expenses
52531,Office Expenses
48487,Other Expenses
52603,Office Expenses
37272,Office Consumables
46995,Office Consumables
51502,Office Consumables
48912,Office Consumables
42466,Office Consumables
50363,Office Consumables
34353,Office Consumables
41492,HSE
41123,Office Consumables
35249,Office Consumables
41362,Office Consumables
49504,Office Consumables
34393,Office Consumables
42026,Office Consumables
47515,Office Consumables
51070,Office Consumables
35575,Office Consumables
37435,Office Consumables
37579,Office Consumables
38031,Office Consumables
47322,Office Consumables
51247,Office Consumables
47754,Office Consumables
38295,Office Consumables
34637,Office Consumables
49473,Office Consumables
47489,Office Consumables
33861,Office Consumables
42286,Office Consumables
40667,Office Consumables
47064,Office Consumables
49536,Office Consumables
47474,Office Consumables
36381,Office Consumables
36891,Refreshments
37930,Office Consumables
38717,Refreshments
51414,Office Consumables
37778,Office Consumables
41159,Office Consumables
41624,Office Consumables
42465,Office Consumables
49341,Office Consumables
49471,Office Consumables
50043,Office Consumables
52436,Office Consumables
52604,Office Consumables
43337,Office Consumables
48717,Office Consumables
34888,Office Consumables
49809,Office Consumables
37711,Office Consumables
37536,Office Consumables
47788,Office Consumables
50785,Office Consumables
34057,Refreshments
35113,Refreshments
35551,Refreshments
37687,Refreshments
39131,Refreshments
39720,Refreshments
41559,Refreshments
43641,Refreshments
46000,Refreshments
46270,Refreshments
46464,Refreshments
47595,Refreshments
49173,Refreshments
50017,Refreshments
51534,Refreshments
44516,HSE
48061,HSE
48987,HSE
37962,Health & Safety
50116,Health & Safety
42861,Site Miscellaneous items
52252,Refreshments
34567,HSE
50989,Refreshments
38125,Refreshments
45593,HSE
46320,HSE
46817,HSE
49233,HSE
34244,Miscellaneous
35098,HSE
39095,HSE
45716,HSE
43973,HSE
50636,Refreshments
50873,Refreshments
52234,HSE
40555,Refreshments
44088,Refreshments
34174,Refreshments
37709,Refreshments
38962,Refreshments
40743,Refreshments
42587,Refreshments
47255,Refreshments
48526,Refreshments
52378,Refreshments
34206,Refreshments
34417,Refreshments
34895,Refreshments
35053,Refreshments
35196,Refreshments
35464,Refreshments
35671,Refreshments
35725,Refreshments
36076,Refreshments
45698,Refreshments
45807,Refreshments
48366,Refreshments
51932,Refreshments
52038,Refreshments
52182,Refreshments
52465,Refreshments
52812,Refreshments
46665,Refreshments
36965,Office Consumables
37547,Office Consumables
41922,Office Consumables
45394,Office Consumables
50305,Office Consumables
51832,HSE
46747,Refreshments
38484,Refreshments
39240,Refreshments
45115,Refreshments
45455,Refreshments
42416,Other Expenses
51435,Other Expenses
42045,Other Expenses
49143,Other Expenses
37712,Other Expenses
37983,Other Expenses
39032,Other Expenses
39573,Other Expenses
39798,Other Expenses
40732,Other Expenses
45346,Other Expenses
45914,Other Expenses
47007,Other Expenses
47623,Other Expenses
52650,Other Expenses
47330,Immigration Fees
50118,Miscellaneous
52171,HSE
39258,Miscellaneous
50298,Miscellaneous
34201,Miscellaneous
52433,Fees
52622,Fees
31312,Consulting Fees
25184,Geotechnical Report
44752,Charge
45099,Charge
33993,Charge
34976,Charge
41514,Charge
48007,Charge
48045,Charge
48114,Charge
48357,Charge
48364,Charge
48656,Charge
48941,Charge
48958,Charge
49547,Charge
49854,Charge
49446,Consumables
46463,Consumables
46975,Consumables
48456,Consumables
34185,Consumables
39260,Consumables
38677,Consumables
39597,Consumables
35182,Consumables
48792,Consumables
45560,Plant
34461,Parts
43911,Consumables
32162,Plant
40458,Plant
41268,Plant
45181,Plant
46941,Plant
47173,Plant
47562,Plant
33714,Consumables
35094,Consumables
40628,Consumables
41219,Consumables
41652,Consumables
41680,Consumables
41975,Consumables
42436,Consumables
44341,Consumables
47114,Consumables
47115,Consumables
47619,Consumables
49461,Consumables
33791,Charge
34256,Charge
44418,Charge
45185,Charge
45575,Charge
45720,Charge
46087,Charge
46454,Charge
47305,Charge
47837,Charge
48658,Charge
32289,Parts
33870,Parts
34546,Parts
36764,Parts
37384,Parts
43028,Parts
43172,Parts
43456,Parts
44183,Parts
45724,Parts
45881,Parts
46129,Parts
46461,Parts
52793,Parts
34447,Parts
32250,Charge
34645,Charge
34135,Parts
40639,Parts
37837,Parts
51711,Parts
49362,Parts
43530,Tyres
34534,Tyres
34086,Vehicle & Equipment
35195,Vehicle & Equipment
35533,Vehicle & Equipment
35783,Vehicle & Equipment
35931,Vehicle & Equipment
36609,Vehicle & Equipment
36868,Vehicle & Equipment
37552,Vehicle & Equipment
48071,Vehicle & Equipment
49948,Vehicle & Equipment
34785,Plant
34372,Plant
46005,Plant
34757,Diesel & Petrol
34836,Diesel & Petrol
34951,Diesel & Petrol
38455,Diesel & Petrol
39350,Diesel & Petrol
43447,Diesel & Petrol
45566,Diesel & Petrol
46613,Diesel & Petrol
46944,Diesel & Petrol
48143,Diesel & Petrol
49673,Diesel & Petrol
44206,Miscellaneous
48401,Miscellaneous
35961,Miscellaneous
31950,Diesel & Petrol
31911,Driver
36525,Driver
37425,Driver
37867,Driver
38331,Driver
47093,Driver
48225,Driver
32519,Unskilled Labour
45256,Unskilled Labour
46540,Unskilled Labour
34694,Unskilled Labour
35131,Skilled Labour
35632,Skilled Labour
36043,Skilled Labour
38958,Skilled Labour
41603,Skilled Labour
45538,Skilled Labour
45979,Skilled Labour
48262,Skilled Labour
36959,Skilled Labour
34317,Nurse
35458,HSE
37201,HSE
39376,HSE
42559,HSE
33914,HSE
35635,HSE
36356,HSE
37311,HSE
45367,HSE
38815,HSE
36433,HSE
37810,HSE
38187,HSE
41493,HSE
41725,HSE
48035,HSE
37331,HSE
34638,HSE
35974,HSE
36271,HSE
40043,HSE
40554,HSE
35457,HSE
34170,HSE
34639,HSE
34921,HSE
35712,HSE
36491,HSE
37631,HSE
38488,HSE
39951,HSE
41588,HSE
43710,HSE
